version,vendor,aosp_used,oem_used
11,oppo,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
11,poco,"['HRSS_poly2_rotr_consttime' 'PKEY_USAGE_PERIOD_free' 'SXNETID_new'
 'DH_get_ex_data' 'DH_get_ex_new_index' 'd2i_SXNETID'
 'ASN1_STRING_length_set' 'i2d_SXNET' 'X509_CRL_set_nextUpdate'
 'X509_CRL_set_lastUpdate' 'i2d_SXNETID' 'd2i_SXNET' 'SXNETID_free'
 'SXNET_free' 'SXNET_new' 'ASN1_item_ndef_i2d' 'd2i_PKEY_USAGE_PERIOD'
 'PKEY_USAGE_PERIOD_new' 'DH_set_ex_data' 'RAND_set_urandom_fd'
 'i2d_PKEY_USAGE_PERIOD' 'CRYPTO_needs_hwcap2_workaround'
 'CRYPTO_has_broken_NEON']","['BLAKE2B256_Final' 'EVP_MD_CTX_set_flags' 'X509_get_pathlen'
 'X509_CRL_set1_lastUpdate' 'TRUST_TOKEN_PRETOKEN_free'
 'EVP_HPKE_CTX_init' 'SHA512_256_Init' 'EVP_HPKE_CTX_setup_psk_s_x25519'
 'DH_compute_key_padded' 'SHA512_256_Update'
 'EVP_PKEY_CTX_set_rsa_pss_keygen_mgf1_md' 'CBS_get_u64le'
 'X509_getm_notAfter' 'EVP_HPKE_CTX_setup_psk_r_x25519'
 'X509_set1_notBefore' 'X509_get_notBefore'
 'ec_hash_to_scalar_p384_xmd_sha512_draft07'
 'EVP_HPKE_CTX_setup_psk_s_x25519_for_test' 'X509_CRL_get_lastUpdate'
 'X509_get0_authority_serial' 'TRUST_TOKEN_ISSUER_free' 'RSA_get0_n'
 'RAND_OpenSSL' 'EVP_HPKE_get_hkdf_md' 'OPENSSL_strlcpy'
 'EVP_HPKE_get_aead' 'TRUST_TOKEN_ISSUER_set_srr_key' 'DSA_get0_g'
 'EVP_HPKE_CTX_setup_base_s_x25519_for_test' 'RSA_get0_d' 'RSA_get0_dmq1'
 'X509_set1_notAfter'
 'CRYPTO_fork_detect_ignore_madv_wipeonfork_for_testing'
 'X509_CRL_get_nextUpdate' 'TRUST_TOKEN_CLIENT_set_srr_key'
 'TRUST_TOKEN_ISSUER_redeem' 'CBS_get_u16le' 'EVP_sha512_256'
 'BLAKE2B256_Update' 'EVP_HPKE_CTX_max_overhead' 'DSA_get0_priv_key'
 'DH_compute_key_hashed' 'TRUST_TOKEN_free' 'OPENSSL_strndup'
 'ec_scalar_to_bytes' 'DH_get0_q' 'RSA_get0_q' 'X509_get0_serialNumber'
 'BIO_set_retry_reason' 'X509_get_notAfter' 'X509_STORE_CTX_get0_chain'
 'RSA_get0_e' 'CBB_add_u64le' 'CBS_get_asn1_int64'
 'X509_CRL_get0_extensions' 'X509_REQ_get_version'
 'ec_hash_to_curve_p384_xmd_sha512_sswu_draft07'
 'TRUST_TOKEN_ISSUER_set_metadata_key' 'X509_set1_signature_value'
 'TRUST_TOKEN_ISSUER_add_key' 'EVP_HPKE_CTX_cleanup' 'CBS_get_u32le'
 'DH_get0_pub_key' 'TRUST_TOKEN_CLIENT_free' 'EVP_HPKE_CTX_open'
 'X509_CRL_get_issuer' 'X509_get_X509_PUBKEY' 'SHA512_256_Final'
 'OPENSSL_strlcat' 'EVP_aead_aes_128_gcm_randnonce' 'X509_CRL_get_version'
 'EVP_HPKE_CTX_setup_base_s_x25519' 'X509_CRL_set1_nextUpdate'
 'X509_get0_authority_key_id' 'X509_set1_signature_algo'
 'i2d_X509_CRL_tbs' 'TRUST_TOKEN_experiment_v1' 'TRUST_TOKEN_ISSUER_issue'
 'TRUST_TOKEN_CLIENT_finish_redemption' 'BLAKE2B256' 'EVP_blake2b256'
 'EVP_aead_aes_256_gcm_randnonce' 'TRUST_TOKEN_CLIENT_finish_issuance'
 'DH_get0_priv_key' 'TRUST_TOKEN_CLIENT_add_key'
 'X509_CRL_get0_nextUpdate' 'X509_REQ_get_subject_name'
 'EC_POINT_set_affine_coordinates' 'OPENSSL_memdup' 'DH_get0_g'
 'X509_getm_notBefore' 'EVP_PKEY_CTX_set_rsa_pss_keygen_saltlen'
 'EVP_PKEY_CTX_set_rsa_pss_keygen_md' 'X509_SIG_get0'
 'EC_POINT_get_affine_coordinates' 'CBB_add_u32le' 'EVP_HPKE_CTX_seal'
 'X509_CINF_get_signature' 'pmbtoken_exp1_get_h_for_testing'
 'X509_CINF_set_modified' 'TRUST_TOKEN_CLIENT_begin_redemption'
 'CRYPTO_pre_sandbox_init' 'CBS_is_unsigned_asn1_integer'
 'X509_get_cert_info' 'RSA_get0_iqmp' 'TRUST_TOKEN_experiment_v2_voprf'
 'X509_REVOKED_get0_extensions' 'TRUST_TOKEN_new'
 'X509_get0_subject_key_id' 'DH_get0_p' 'X509_SIG_getm'
 'TRUST_TOKEN_decode_private_metadata' 'TRUST_TOKEN_generate_key'
 'DSA_get0_p' 'TRUST_TOKEN_CLIENT_begin_issuance'
 'EVP_HPKE_CTX_setup_base_r_x25519' 'DH_set_length' 'BLAKE2B256_Init'
 'TRUST_TOKEN_experiment_v2_pmb' 'CBS_is_valid_asn1_integer'
 'CBB_add_asn1_int64' 'TRUST_TOKEN_ISSUER_redeem_raw' 'ECDSA_SIG_get0_r'
 'X509_get0_uids' 'CRYPTO_get_fork_generation' 'i2d_X509_tbs' 'RSA_get0_p'
 'TRUST_TOKEN_CLIENT_new' 'CBB_add_u16le' 'DSA_get0_pub_key' 'DSA_get0_q'
 'RSA_get0_dmp1' 'SHA512_256' 'EVP_HPKE_CTX_export' 'ECDSA_SIG_get0_s'
 'X509_get0_authority_issuer' 'pmbtoken_exp2_get_h_for_testing'
 'TRUST_TOKEN_ISSUER_new' 'X509_get_version' 'X509_CRL_get_REVOKED'
 'X509_CRL_get0_lastUpdate']"
11,redmi,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
11,samsung,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
11,vivo,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
11,xiaomi,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,ans,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,asus,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,ciber,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,dish,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,firefly,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,oppo,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,samsung,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,t-mobile,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,vivo,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
12,xiaomi,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
13,oneplus,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
13,poco,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
13,samsung,['CRYPTO_has_broken_NEON' 'CRYPTO_needs_hwcap2_workaround'],[' ']
9,alps,"['decode_eht_entry' 'ASN1_dup' 'EVP_aead_des_ede3_cbc_sha1_ssl3'
 'EC_POINTs_make_affine' 'lh_doall' 'EC_POINT_make_affine'
 'EVP_aead_aes_128_cbc_sha1_ssl3' 'ASN1_d2i_bio' 'CRYPTO_gcm128_init'
 'EVP_aead_aes_256_cbc_sha1_ssl3' 'EC_KEY_copy' 'ASN1_i2d_fp'
 'EVP_aead_null_sha1_ssl3' 'ASN1_i2d_bio' 'd2i_ASN1_UINTEGER'
 'BN_less_than_consttime' 'ASN1_d2i_fp' 'X509_STORE_set_lookup_crls_cb'
 'CRYPTO_needs_hwcap2_workaround' 'CRYPTO_has_broken_NEON' 'OBJ_length'
 'MD4' 'DSA_get0_key' 'CBS_asn1_oid_to_text' 'RSA_set0_factors'
 'HMAC_CTX_new' 'CRYPTO_get_dynlock_create_callback' 'BIO_meth_set_write'
 'BN_MONT_CTX_new_for_modulus' 'ERR_SAVE_STATE_free'
 'CRYPTO_BUFFER_new_from_CBS' 'CRYPTO_get_locking_callback'
 'BUF_MEM_reserve' 'CRYPTO_BUFFER_free' 'CRYPTO_poly1305_update'
 'CRYPTO_BUFFER_POOL_new' 'EVP_PKEY_get0_EC_KEY'
 'CRYPTO_MUTEX_unlock_read' 'ASN1_STRING_get0_data' 'BN_get_u64'
 'X509_STORE_up_ref' 'ECDSA_SIG_set0' 'EVP_AEAD_CTX_tag_len'
 'EVP_PKEY_get0_RSA' 'HKDF_extract' 'CRYPTO_malloc_init'
 'NETSCAPE_SPKI_verify' 'ECDSA_SIG_marshal' 'DSA_marshal_private_key'
 'DSA_SIG_parse' 'RAND_SSLeay' 'BIO_meth_set_create'
 'EVP_aead_aes_256_gcm_tls12' 'FIPS_mode' 'DES_encrypt3' 'BIO_do_connect'
 'EVP_marshal_digest_algorithm' 'BIO_get_data' 'BN_cmp_word' 'NCONF_new'
 'RSA_get0_factors' 'RAND_set_rand_method' 'ECDSA_SIG_max_len'
 'RSA_parse_public_key' 'EVP_des_ecb' 'CBB_len' 'RSA_add_pkcs1_prefix'
 'CRYPTO_MUTEX_unlock_write' 'BUF_MEM_append' 'CBS_asn1_bitstring_has_bit'
 'RSA_generate_key_fips' 'X509_OBJECT_get0_X509' 'BIO_meth_set_puts'
 'DSA_set0_key' 'DSA_marshal_public_key' 'ECDSA_SIG_parse'
 'CBB_discard_child' 'BN_rand_range_ex' 'EVP_marshal_private_key'
 'EVP_PKEY_get0_DSA' 'CBB_add_u32' 'OpenSSL_version' 'DH_set0_pqg'
 'BN_get_rfc3526_prime_1536' 'EVP_DigestVerify' 'RSA_set0_key'
 'EVP_aead_null_sha1_tls' 'BN_mpi2bn' 'BIO_set_init' 'X509_NAME_ENTRY_set'
 'CONF_modules_free' 'CRYPTO_tls1_prf' 'BN_parse_asn1_unsigned'
 'OPENSSL_tolower' 'BN_nnmod_pow2' 'CRYPTO_poly1305_finish'
 'EVP_parse_private_key' 'X509_REQ_print_ex' 'SPAKE2_process_msg'
 'BN_mod_pow2' 'BIO_set_data' 'DES_set_key_unchecked'
 'CRYPTO_BUFFER_POOL_free' 'BN_bn2cbb_padded' 'X509V3_EXT_free'
 'DH_parse_parameters' 'OPENSSL_no_config'
 'CRYPTO_STATIC_MUTEX_unlock_write' 'CTR_DRBG_generate'
 'CBS_get_asn1_bool' 'BIO_get_shutdown' 'EVP_AEAD_CTX_free'
 'ERR_restore_state' 'PKCS8_marshal_encrypted_private_key'
 'ERR_print_errors' 'OPENSSL_malloc' 'BIO_meth_set_ctrl'
 'RSA_get0_crt_params' 'PKCS8_parse_encrypted_private_key'
 'CBS_is_valid_asn1_bitstring' 'CRYPTO_chacha_20'
 'PKCS7_get_raw_certificates' 'CRYPTO_BUFFER_len' 'ED25519_keypair'
 'EVP_aead_aes_128_gcm_siv' 'CBS_get_last_u8' 'BIO_meth_set_gets'
 'RSA_marshal_public_key' 'NCONF_free' 'ENGINE_register_all_complete'
 'EVP_CIPHER_CTX_reset' 'EVP_marshal_public_key' 'CTR_DRBG_init'
 'DH_get0_pqg' 'X509_CRL_up_ref' 'RAND_set_urandom_fd' 'HMAC_CTX_free'
 'X509_get0_notAfter' 'CBB_flush_asn1_set_of' 'DES_decrypt3'
 'RSA_verify_pss_mgf1' 'OPENSSL_config' 'EC_get_builtin_curves'
 'BN_bn2mpi' 'EVP_PKEY_verify_recover' 'CBS_copy_bytes' 'EVP_MD_CTX_free'
 'CONF_modules_load_file' 'CBS_get_asn1_implicit_string'
 'BIO_meth_set_destroy' 'BN_le2bn' 'CRYPTO_is_NEON_capable_at_runtime'
 'X509_STORE_CTX_get0_untrusted' 'EVP_AEAD_CTX_seal_scatter'
 'EVP_des_ede3' 'ERR_save_state' 'ECDSA_SIG_to_bytes' 'RAND_egd'
 'SPAKE2_CTX_new' 'EC_GROUP_get0_order' 'DSA_set0_pqg'
 'EVP_AEAD_CTX_open_gather' 'EVP_aead_aes_256_gcm_siv' 'RAND_file_name'
 'EVP_parse_digest_algorithm' 'CBB_add_asn1_oid_from_text' 'CBB_zero'
 'RSA_private_key_to_bytes' 'CBB_add_asn1_octet_string'
 'RAND_enable_fork_unsafe_buffering' 'BIO_get_init' 'X509_REQ_print_fp'
 'X509_OBJECT_get_type' 'DSA_SIG_marshal' 'OPENSSL_load_builtin_modules'
 'ASN1_INTEGER_set_uint64' 'X25519_keypair' 'EVP_des_ede_cbc'
 'BIO_set_shutdown' 'X25519_public_from_private' 'EVP_MD_CTX_new'
 'ED25519_keypair_from_seed' 'HMAC_CTX_reset'
 'EVP_PKEY_verify_recover_init' 'BIO_meth_set_read' 'ED25519_verify'
 'RSA_public_key_to_bytes' 'BN_marshal_asn1' 'BN_equal_consttime'
 'RSA_flags' 'BIO_set_retry_special' 'EC_KEY_generate_key_fips'
 'EVP_MD_CTX_reset' 'EC_KEY_marshal_curve_name' 'ED25519_sign'
 'EVP_PKEY_new_ed25519_private' 'DSA_parse_public_key'
 'X509_NAME_get0_der' 'CBS_get_any_asn1' 'CTR_DRBG_clear'
 'OPENSSL_init_crypto' 'OpenSSL_version_num' 'EC_KEY_marshal_private_key'
 'EC_POINT_point2cbb' 'RAND_get_rand_method' 'DSA_parse_parameters'
 'EVP_CIPHER_CTX_set_flags' 'BIO_get_new_index' 'RSA_bits'
 'CRYPTO_has_asm' 'CRYPTO_BUFFER_new' 'X25519' 'EVP_rc2_cbc'
 'EC_KEY_parse_curve_name' 'EVP_PBE_scrypt' 'CBB_did_write'
 'X509_parse_from_buffer' 'BN_is_pow2' 'X509_REQ_print'
 'CRYPTO_get_dynlock_destroy_callback' 'EVP_DigestSign'
 'EVP_AEAD_CTX_get_iv' 'X509_STORE_set0_additional_untrusted'
 'X509_STORE_get0_param' 'RSA_public_key_from_bytes' 'X509_STORE_CTX_zero'
 'BN_bn2le_padded' 'EVP_AEAD_CTX_aead' 'RSA_parse_private_key'
 'DSA_marshal_parameters' 'RSA_set0_crt_params'
 'EVP_PKEY_new_ed25519_public' 'CRYPTO_BUFFER_init_CBS'
 'RSA_private_key_from_bytes' 'RSA_marshal_private_key'
 'RSA_sign_pss_mgf1' 'EC_KEY_check_fips' 'ECDSA_SIG_get0'
 'CRYPTO_poly1305_init' 'EC_KEY_parse_parameters'
 'CRYPTO_is_confidential_build' 'PKCS12_verify_mac'
 'CRYPTO_get_dynlock_lock_callback' 'BORINGSSL_self_test'
 'CBB_add_asn1_bool' 'CRYPTO_BUFFER_up_ref' 'DSA_get0_pqg' 'EVP_des_ede'
 'RSA_padding_add_PKCS1_OAEP_mgf1' 'BIO_meth_free'
 'EC_KEY_parse_private_key' 'RSA_get0_key' 'DH_get0_key' 'OPENSSL_free'
 'DH_marshal_parameters' 'X509_get0_notBefore'
 'CRYPTO_STATIC_MUTEX_unlock_read' 'OPENSSL_add_all_algorithms_conf'
 'CRYPTO_BUFFER_data' 'X509_get0_extensions' 'BN_set_u64'
 'ENGINE_load_builtin_engines' 'X509_STORE_get0_objects' 'BIO_eof'
 'EVP_PKEY_get0_DH' 'BIO_set_conn_int_port' 'BIO_meth_new'
 'CTR_DRBG_reseed' 'EVP_AEAD_CTX_zero' 'OBJ_get0_data' 'HKDF_expand'
 'RSA_check_fips' 'CBB_data' 'SPAKE2_generate_msg'
 'EVP_aead_aes_128_gcm_tls12' 'EVP_AEAD_CTX_new' 'DSA_parse_private_key'
 'CBB_reserve' 'OPENSSL_realloc' 'EVP_parse_public_key' 'DH_set0_key'
 'SPAKE2_CTX_free' 'ECDSA_SIG_from_bytes']","['EVP_aead_aes_256_gcm_tls13' 'PKCS7_type_is_encrypted'
 'bn_is_relatively_prime' 'i2d_PKCS12' 'd2i_PKCS7_bio' 'CMAC_CTX_copy'
 'cbb_add_utf32_be' 'EC_curve_nist2nid' 'PKCS7_type_is_signedAndEnveloped'
 'BN_count_low_zero_bits' 'EVP_des_ede3_ecb' 'OPENSSL_clear_free'
 'PEM_write_bio_PKCS7' 'X509_STORE_set_lookup_certs' 'd2i_DHparams_bio'
 'PEM_read_PKCS7' 'CRYPTO_BUFFER_alloc' 'i2d_re_X509_tbs'
 'X509_STORE_get_verify' 'RSA_print' 'X509_STORE_set_check_revocation'
 'X509_STORE_get_cert_crl' 'CRYPTO_gcm128_init_key' 'sk_pop_free_ex'
 'PKCS7_free' 'i2d_PKCS7_bio' 'X509_STORE_set_check_issued'
 'EVP_CIPHER_CTX_encrypting' 'X509_STORE_get_lookup_crls' 'i2d_PKCS7'
 'HRSS_encap' 'OPENSSL_get_armcap_pointer_for_test'
 'EVP_aead_aes_128_gcm_tls13' 'BN_MONT_CTX_new_consttime'
 'lh_retrieve_key' 'EVP_PKEY_paramgen_init' 'X509_get0_tbs_sigalg'
 'CBB_add_u64' 'SHA256_TransformBlocks' 'X509_STORE_set_verify'
 'EVP_PKEY_paramgen' 'cbs_get_utf8' 'cbb_get_utf8_len' 'bn_lcm_consttime'
 'ec_point_mul_scalar_public' 'i2d_re_X509_REQ_tbs' 'PKCS7_sign'
 'OPENSSL_malloc_init' 'X509_STORE_set_lookup_crls'
 'HRSS_marshal_public_key' 'd2i_PublicKey' 'EVP_PKEY_get1_DH'
 'X509_STORE_get_verify_cb' 'i2d_DHparams_bio' 'bn_mod_u16_consttime'
 'BIO_write_all' 'cbb_add_utf8' 'X509_REVOKED_get0_serialNumber'
 'X509_STORE_get_check_crl' 'X509_STORE_get_cleanup' 'ec_bignum_to_scalar'
 'EC_GROUP_order_bits' 'X509_STORE_set_cleanup'
 'X509_STORE_get_check_revocation' 'X509_CRL_get_signature_nid'
 'X509_STORE_get_get_issuer' 'X509_get_extension_flags' 'EVP_aes_192_ofb'
 'bn_rshift_secret_shift' 'bn_div_consttime' 'BN_bn2binpad' 'HRSS_decap'
 'X509_STORE_get_get_crl' 'X509_STORE_set_get_issuer'
 'X509_STORE_set_check_crl' 'X509_STORE_CTX_get0_cert'
 'ECDH_compute_key_fips' 'EC_curve_nid2nist' 'X509_REQ_get0_signature'
 'PEM_write_PKCS7' 'FIPS_mode_set' 'EVP_aead_aes_128_ccm_bluetooth'
 'X509_STORE_set_get_crl' 'cbb_add_ucs2_be' 'PKCS7_type_is_signed'
 'HRSS_poly3_invert' 'd2i_PKCS7' 'ERR_load_RAND_strings'
 'HRSS_generate_key' 'HRSS_poly2_rotr_consttime' 'X509_CRL_get0_signature'
 'bn_resize_words' 'PKCS7_type_is_enveloped' 'PKCS12_create'
 'PEM_read_bio_PKCS7' 'bn_mod_inverse_consttime' 'i2d_PKCS12_fp'
 'HRSS_poly3_mul' 'EC_KEY_key2buf' 'PKCS7_type_is_digest'
 'PKCS7_type_is_data' 'i2d_re_X509_CRL_tbs'
 'EVP_PKEY_CTX_set_ec_paramgen_curve_nid' 'OPENSSL_cleanup'
 'cbb_add_latin1' 'CBS_get_u64' 'X509_get_extended_key_usage'
 'X509_STORE_set_cert_crl' 'cbs_get_latin1'
 'BN_enhanced_miller_rabin_primality_test' 'EVP_PKEY_CTX_set_ec_param_enc'
 'cbs_get_ucs2_be' 'EVP_aead_xchacha20_poly1305'
 'X509_STORE_get_lookup_certs' 'X509_REVOKED_get0_revocationDate'
 'X509_STORE_get_check_issued' 'OBJ_cleanup' 'i2d_PKCS12_bio'
 'HRSS_parse_public_key' 'bn_abs_sub_consttime' 'X509_get_key_usage'
 'cbs_get_utf32_be' 'X509_REQ_get_signature_nid'
 'EVP_aead_aes_128_ccm_bluetooth_8' 'EVP_MD_CTX_set_flags'
 'sha1_block_data_order' 'DH_get_2048_256' 'ECDSA_sign_setup'
 'd2i_ASN1_bytes' 'ASN1_PCTX_free' 'i2d_X509_CERT_PAIR'
 'PEM_read_bio_X509_CERT_PAIR' 'PBKDF2PARAM_new' 'BIO_get_callback_arg'
 'DH_new_method' 'X509_CERT_PAIR_new' 'UTF8_getc'
 'BIO_set_read_buffer_size' 'ASN1_PCTX_get_cert_flags'
 'PEM_read_X509_CERT_PAIR' 'EVP_AEAD_CTX_get_rc4_state'
 'aes_v8_set_decrypt_key' 'i2d_PBKDF2PARAM' 'PEM_write_bio_Parameters'
 'BIO_f_asn1' 'BN_get_flags' 'i2d_ASN1_bytes' 'BIO_asn1_get_suffix'
 'EC_KEY_precompute_mult' 'aes_v8_ctr32_encrypt_blocks' 'a2i_ASN1_INTEGER'
 'bn_wexpand' 'd2i_EC_PRIVATEKEY' 'ASN1_PCTX_get_oid_flags'
 'ASN1_BIT_STRING_num_asc' 'EVP_DigestSignAlgorithm'
 'BIO_new_bio_pair_external_buf' 'PKCS5_pbe_set0_algor'
 'RSA_message_index_PKCS1_type_2' 'BIO_set_callback' 'i2d_PBEPARAM'
 'RSA_recover_crt_params' 'ASN1_PCTX_get_str_flags'
 'BIO_zero_copy_get_read_buf_done' 'PKCS8_decrypt_pbe' 'gcm_init_v8'
 'SSL_set_session_ticket_ext_cb' 'BIO_asn1_set_prefix'
 'X509_CERT_PAIR_free' 'a2i_ASN1_STRING' 'EC_PRIVATEKEY_free'
 'CRYPTO_MUTEX_unlock' 'ASN1_bn_print' 'ASN1_parse' 'PBEPARAM_new'
 'X509_certificate_type' 'ASN1_PCTX_set_flags' 'PEM_read_bio_Parameters'
 'BIO_zero_copy_get_write_buf_done' 'BN_kronecker'
 'ASN1_PCTX_set_str_flags' 'CRYPTO_dup_ex_data' 'OPENSSL_DIR_end'
 'EVP_PKEY_supports_digest' 'CRYPTO_STATIC_MUTEX_unlock'
 'EVP_PKEY_new_mac_key' 'ECDSA_sign_ex' 'd2i_PBKDF2PARAM'
 'DH_get_1024_160' 'sha256_block_data_order' 'EC_POINTs_mul'
 'ECPKPARAMETERS_new' 'a2i_ASN1_ENUMERATED'
 'EC_GROUP_have_precompute_mult' 'ENGINE_get_DH_method'
 'CRYPTO_ctr128_encrypt_ctr32' 'BIO_new_NDEF' 'aes_v8_cbc_encrypt'
 'd2i_X509_CERT_PAIR' 'ECPKPARAMETERS_free' 'ASN1_check_infinite_end'
 'BIO_zero_copy_get_read_buf' 'get_rfc3526_prime_1536'
 'i2d_ECPKPARAMETERS' 'UTF8_putc' 'BN_generate_dsa_nonce'
 'CRYPTO_is_NEON_functional' 'PBE2PARAM_new' 'asn1_const_Finish'
 'BIO_print_errors' 'EVP_PKEY_dup' 'PKCS5_pbe_set' 'BIO_asn1_set_suffix'
 'ASN1_PCTX_new' 'bn_correct_top' 'i2d_PBE2PARAM'
 'sha512_block_data_order_neon' 'ASN1_const_check_infinite_end'
 'BN_MONT_CTX_init' 'ASN1_parse_dump' 'PBKDF2PARAM_free' 'BN_set_flags'
 'asn1_Finish' 'ENGINE_get_DSA_method' 'asn1_GetSequence'
 'ASN1_PCTX_get_flags' 'gcm_ghash_v8' 'ASN1_PCTX_set_cert_flags'
 'OPENSSL_DIR_read' 'PKCS5_pbkdf2_set' 'd2i_ECPKPARAMETERS'
 'EVP_aead_aes_256_key_wrap' 'ASN1_PCTX_get_nm_flags'
 'CRYPTO_is_NEON_capable' 'EVP_aead_rc4_sha1_ssl3' 'aes_v8_decrypt'
 'BIO_zero_copy_get_write_buf' 'aes_v8_encrypt' 'CRYPTO_gcm128_release'
 'DSA_sign_setup' 'd2i_PBE2PARAM' 'ECPARAMETERS_free' 'EC_PRIVATEKEY_new'
 'EVP_PKEY_CTX_get_app_data' 'ASN1_BIT_STRING_name_print'
 'SSL_set_session_secret_cb' 'PBEPARAM_free' 'CRYPTO_ctr128_encrypt'
 'EVP_aead_rc4_sha1_tls' 'EVP_PKEY_assign_DH' 'EVP_PKEY_CTX_set_app_data'
 'ECPARAMETERS_new' 'EVP_PKEY_asn1_find' 'BN_with_flags'
 'PEM_write_X509_CERT_PAIR' 'EVP_aead_aes_128_key_wrap'
 'RSA_supports_digest' 'sha256_block_data_order_neon'
 'EVP_aead_rc4_md5_tls' 'SSL_set_ssl_method' 'PKCS5_pbe2_set_iv'
 'DSA_new_method' 'PKCS8_encrypt_pbe' 'CRYPTO_set_NEON_capable'
 'EC_GROUP_precompute_mult' 'a2d_ASN1_OBJECT' 'BIO_set_callback_arg'
 'PKCS5_pbe2_set' 'BIO_asn1_get_prefix' 'CRYPTO_gcm128_new'
 'PEM_write_bio_X509_CERT_PAIR' 'd2i_ASN1_type_bytes'
 'EVP_DigestVerifyInitFromAlgorithm' 'ASN1_PCTX_set_oid_flags'
 'PBE2PARAM_free' 'd2i_PBEPARAM' 'BIO_f_buffer' 'ASN1_item_print'
 'ECDSA_do_sign_ex' 'ASN1_BIT_STRING_set_asc' 'aes_v8_set_encrypt_key'
 'DH_get_2048_224' 'ENGINE_set_DSA_method' 'ASN1_PCTX_set_nm_flags'
 'SSL_set_session_ticket_ext' 'sha512_block_data_order'
 'EVP_aead_rc4_md5_ssl3' 'EVP_PKEY_asn1_find_str' 'EVP_PKEY_set1_DH'
 'ENGINE_set_DH_method' 'CRYPTO_set_NEON_functional' 'i2d_EC_PRIVATEKEY'
 'gcm_gmult_v8']"
9,blackview,"['decode_eht_entry' 'CRYPTO_has_broken_NEON'
 'CRYPTO_needs_hwcap2_workaround']",[' ']
9,conquest,"['decode_eht_entry' 'CRYPTO_has_broken_NEON'
 'CRYPTO_needs_hwcap2_workaround']",[' ']
9,lge,"['decode_eht_entry' 'CRYPTO_has_broken_NEON'
 'CRYPTO_needs_hwcap2_workaround']",[' ']
9,rockchip,['decode_eht_entry'],[' ']
